129313 830120203.60 20476654.70		
133618 1929197897.08 21158349.50		
113158 3124937202.78 17918517.80		
83607 4492205878.48 13239130.40		
44163 4504234848.82 6993190.96		
13936 2741620009.87 2206759.26		
2918 1067487804.42 462063.97		
362 397004923.27 57322.54		
				
