4901 3615502398.45 13631764.01
6283 9494031659.47 32179090.91
2978 8540947393.88 43556074.07
1503 6411503941.71 31763353.65
633 4419969572.91 23254751.49
353 2950667240.29 16273223.89
157 2047944305.19 12166680.10
162 22223343686.15 207777015.86
